gross_value,preferred_channel,order_count
219.0,0.0,1
139.1,0.0,1
307.81,0.0,1
156.0,0.0,2
200.0,0.0,1
0.0,1.0,2
949.4000000000001,0.0,4
86.42,0.0,1
63.0,0.0,1
707.8499999999999,0.0,3
143.1,0.0,1
260.62,0.0,6
275.75,0.0,1
90.11,0.0,1
75.78,0.0,1
66.34,0.0,1
82.71,0.0,1
121.24,0.0,1
677.85,0.0,5
125.99000000000001,0.0,3
55.7,0.0,1
115.56,0.0,1
123.55,0.0,2
100.29,0.0,1
269.65000000000003,0.0,2
53.41,0.0,1
239.53,0.0,1
233.2,0.0,1
466.4,0.0,2
479.06,0.0,2
930.8299999999999,0.0,2
64.36,0.0,1
40.0,0.0,1
233.75,0.0,1
848.0,0.0,4
58.44,0.0,1
218.77,0.0,1
65.1,0.0,1
239.53,0.0,1
218.25,0.0,3
148.42,1.0,1
68.9,0.0,1
240.9,0.0,1
222.81,0.0,1
239.53,0.0,1
426.0,0.0,1
38.51,1.0,1
1093.12,0.0,4
252.5,0.0,1
88.2,0.0,1
16.0,0.0,1
216.3,0.0,1
129.9,0.0,1
23.01,0.0,1
65.0,0.0,1
74.16,0.0,1
147.97,0.0,2
19.23,0.0,1
300.0,0.0,1
115.51,0.0,2
210.03,0.0,2
94.37,0.0,1
84.8,0.0,1
77.19,0.0,1
-16.08,1.0,1
31.2,0.0,1
180.31,0.0,1
84.71,0.0,1
193.05,0.0,1
22.99,0.0,1
120.5,0.0,1
239.53,0.0,1
40.0,0.0,1
46.64,0.0,1
139.66,0.0,1
239.53,1.0,1
176.3,0.0,1
85.6,0.0,1
62.85,0.0,1
214.66,0.0,1
404.61999999999995,0.0,5
64.95,0.0,1
56.51,1.0,1
61.0,0.0,3
266.26,0.0,1
137.03,0.0,1
250.4,0.0,2
762.12,0.0,2
234.32,1.0,1
470.8,0.0,2
98.55,1.0,2
150.0,0.0,1
101.87,0.0,2
68.48,0.0,1
214.0,0.0,1
38.0,0.0,1
93.97,0.0,1
215.87,0.0,2
117.83,0.0,1
1257.91,0.0,11
67.9,0.0,1
233.2,0.0,1
137.8,0.0,2
22.67,1.0,1
1182.6000000000001,0.0,5
37.239999999999995,0.0,2
220.0,0.0,1
25.62,1.0,1
237.05,0.0,1
467.16999999999996,0.0,2
12.71,1.0,1
68.9,0.0,1
220.0,0.0,1
97.85,0.0,2
256.28000000000003,0.0,2
114.67,0.0,2
436.87,1.0,3
233.2,0.0,1
155.94,0.0,2
119.76,0.0,1
46.01,1.0,1
110.25,0.0,1
119.36,0.0,1
98.0,0.0,1
274.7,0.0,1
466.4,0.0,2
699.5999999999999,0.0,3
26.25,0.0,1
19.5,0.0,1
25.97,1.0,1
138.46,0.0,1
300.0,0.0,1
118.28,0.0,1
55.56,0.0,1
142.18,1.0,1
300.0,0.0,1
805.6899999999999,0.0,3
326.63,0.0,1
72.93,0.0,1
474.1,0.0,2
74.0,0.0,3
234.36,0.0,2
239.53,0.0,1
267.5,0.0,1
119.62,0.0,1
972.4,0.0,4
91.38,0.0,1
74.56,0.0,1
11.73,0.0,1
24.0,0.0,1
242.44,0.0,1
212.0,0.0,1
179.44,0.0,1
68.2,0.0,1
374.40999999999997,0.0,2
321.0,0.0,1
102.72,0.0,1
300.0,0.0,1
104.86,0.0,1
452.55,0.0,2
44.94,0.0,1
42.12,0.0,1
524.3,0.0,2
126.28,0.0,1
239.9,0.0,3
36.97,0.0,1
214.0,0.0,1
321.0,0.0,1
87.8,0.0,1
35.56,0.0,1
173.9,0.0,1
398.24,1.0,3
240.9,0.0,1
212.0,0.0,1
97.43,0.0,1
449.4,0.0,2
49.99,0.0,1
273.63,0.0,1
84.0,0.0,1
84.42,1.0,1
60.0,0.0,1
-15.17,1.0,1
141.06,0.0,1
319.5,0.0,1
474.1,0.0,2
477.0,0.0,2
233.2,0.0,1
11.99,1.0,1
108.3,0.0,1
130.1,0.0,2
44.9,0.0,1
87.42,0.0,1
155.83,0.0,1
66.78,0.0,1
238.15,0.0,1
300.0,0.0,1
229.37,0.0,1
100.0,0.0,1
46.01,0.0,1
202.38,0.0,3
134.82,0.0,1
186.98,0.0,2
82.76,1.0,1
240.79,0.0,1
14.0,1.0,1
132.38,0.0,2
190.8,0.0,1
311.89,0.0,4
79.39,0.0,2
306.36,0.0,1
96.46,0.0,1
234.85,0.0,1
57.91,0.0,1
392.2,0.0,2
420.23,0.0,3
30.66,0.0,1
238.98,0.0,1
37.85,1.0,1
391.06,0.0,2
126.98,0.0,1
138.0,0.0,1
10.7,1.0,1
32.72,0.0,1
190.8,0.0,1
59.800000000000004,0.0,2
62.5,1.0,1
19.15,0.0,1
599.4100000000001,0.0,5
67.2,0.0,1
441.3099999999999,1.0,9
233.86,0.0,1
188.1,0.0,1
697.26,1.0,3
399.42,0.0,1
189.85,0.0,3
88.8,0.0,1
304.20000000000005,0.0,2
239.83,0.0,1
107.0,0.0,1
603.5,0.0,2
101.28,0.0,1
37.8,0.0,1
66.07,0.0,1
222.81,0.0,1
238.59,0.0,2
84.65,1.0,1
235.4,0.0,1
60.34,0.0,1
346.68,0.0,2
38.32,1.0,1
19.46,1.0,1
27.24,1.0,1
543.4,0.0,2
83.34,1.0,1
48.15,0.0,1
148.0,0.0,1
238.15,0.0,1
1082.5,0.0,5
343.0,0.0,3
236.5,0.0,1
70.0,0.0,2
326.63,0.0,1
78.66,0.0,1
101.89,0.0,1
212.7,0.0,1
222.0,0.0,1
357.69,0.0,2
21.65,0.0,1
300.0,0.0,1
386.65,0.0,2
115.83000000000001,0.0,3
226.25,0.0,2
33.6,0.0,1
79.66,0.0,1
97.76,0.0,1
235.4,0.0,1
17.32,0.0,1
215.5,0.0,1
65.0,0.0,1
149.59,0.0,1
48.15,0.0,1
843.16,0.0,3
101.54,0.0,1
150.85,0.0,1
283.5,0.0,3
96.09,0.0,1
105.72,0.0,1
32.03,0.0,1
130.35,0.0,1
307.81,0.0,1
45.19,0.0,1
71.34,1.0,1
218.0,0.0,1
124.5,0.0,1
592.8,0.0,3
63.82,0.0,1
186.54,1.0,1
92.02,0.0,1
240.35,0.0,1
175.0,0.0,1
90.68,0.0,1
1293.2,0.0,6
65.85,0.0,1
1166.83,0.0,6
49.8,0.0,2
235.95,0.0,1
238.48,1.0,2
271.88,0.0,1
75.84,0.0,3
39.2,0.0,1
39.32,1.0,1
239.8,0.0,1
259.81,0.0,1
97.43,0.0,1
36.96,1.0,1
51.97,1.0,1
330.75,0.0,1
159.87,0.0,1
85.08,0.0,1
37.8,0.0,1
240.9,0.0,1
239.25,0.0,1
228.44,0.0,2
32.15,0.0,1
61.07,0.0,1
233.34,0.0,4
321.78,0.0,3
85.98,1.0,1
61.19,0.0,1
183.07,1.0,1
224.49,0.0,1
33.81,0.0,1
240.9,0.0,1
220.0,0.0,1
440.0,0.0,2
235.4,0.0,1
326.63,0.0,1
123.48,0.0,1
188.1,0.0,1
348.15,0.0,2
136.0,0.0,2
220.2,0.0,1
241.51000000000002,0.0,2
238.98,0.0,1
465.7,0.0,2
266.25,0.0,1
98.69,0.0,1
212.0,0.0,1
35.38,0.0,1
196.02,0.0,1
593.6,0.0,1
166.92,0.0,2
67.71000000000001,1.0,3
45.28,0.0,1
56.17,0.0,1
239.53,0.0,1
215.0,0.0,1
98.56,0.0,1
194.58,0.0,1
97.85,0.0,1
61.48,0.0,1
44.99,1.0,1
59.54,0.0,1
70.36,0.0,1
95.4,0.0,1
114.03,0.0,1
218.5,0.0,1
246.14,0.0,2
44.0,0.0,1
32.09,1.0,1
103.80000000000001,0.0,2
144.45,0.0,1
153.0,0.0,1
129.45,0.0,1
98.78,0.0,1
450.4,0.0,3
134.04,0.0,4
740.0,0.0,3
35.72,0.0,1
217.2,0.0,1
142.03,0.0,1
124.01,0.0,2
215.5,0.0,1
240.9,0.0,1
251.08,0.0,1
109.0,0.0,1
197.03,0.0,1
212.0,0.0,1
10.86,1.0,1
135.68,0.0,1
492.8,0.0,2
91.59,0.0,1
117.95,0.0,2
88.2,0.0,1
395.0,0.0,2
235.33,0.0,1
489.94,0.0,2
37.5,1.0,1
21.6,0.0,1
57.46,0.0,1
404.21000000000004,0.0,5
471.6,0.0,7
2217.37,0.0,3
97.42,1.0,1
136.96,0.0,1
171.4,0.0,1
330.0,0.0,1
216.53,0.0,1
84.47,1.0,1
595.38,0.0,2
51.94,0.0,1
49.0,0.0,1
54.989999999999995,0.0,2
116.42,0.0,1
722.7,0.0,3
640.62,1.0,2
45.82,0.0,1
293.75,0.0,2
137.95,1.0,1
290.21999999999997,0.0,2
50.0,0.0,1
208.82,0.0,2
33.0,0.0,1
178.3,0.0,2
235.4,0.0,1
57.73,1.0,1
43.7,0.0,1
180.0,0.0,1
18.2,0.0,1
45.49,0.0,1
233.75,0.0,1
117.97,0.0,1
50.79,0.0,1
37.22,0.0,1
100.22,0.0,2
24.52,0.0,1
300.0,0.0,1
234.74,0.0,1
800.0,0.0,3
218.0,0.0,1
214.0,0.0,1
227.86,1.0,1
111.28,0.0,1
210.02,0.0,2
191.43,0.0,1
160.0,0.0,1
80.82,0.0,1
235.2,0.0,1
213.0,0.0,1
58.3,0.0,1
100.0,0.0,1
35.55,1.0,1
1265.42,0.0,8
220.5,0.0,1
793.65,0.0,3
239.58,0.0,1
302.75,1.0,1
78.57,0.0,1
44.94,0.0,1
194.85,0.0,1
1819.2,0.0,8
274.38,0.0,1
42.8,1.0,1
234.3,0.0,1
22.47,1.0,1
41.44,0.0,1
220.0,0.0,1
146.47,0.0,1
233.2,0.0,1
128.4,0.0,1
231.28,0.0,1
254.69,0.0,1
238.98,0.0,1
1445.4,0.0,6
337.38,0.0,4
191.7,0.0,1
219.0,0.0,1
30.0,0.0,1
201.56,0.0,1
116.9,0.0,2
266.25,0.0,1
49.26,0.0,1
251.15,0.0,1
220.0,0.0,2
215.6,0.0,1
44.78,0.0,2
97.02,0.0,1
146.25,0.0,1
69.99,0.0,1
40.69,1.0,1
31.7,0.0,1
151.37,1.0,2
238.7,0.0,1
224.81,0.0,1
215.5,0.0,1
1050.03,0.0,4
132.3,0.0,2
270.0,1.0,1
22.69,0.0,1
130.0,0.0,1
96.3,1.0,1
239.53,0.0,1
40.09,0.0,1
475.2,0.0,2
184.49,0.0,2
566.16,0.0,2
192.6,0.0,1
240.35,0.0,1
248.99,0.0,1
51.98,0.0,1
95.91,1.0,1
85.0,0.0,1
238.7,0.0,1
235.4,0.0,1
133.13,1.0,1
1051.24,0.0,5
80.06,0.0,1
38.33,0.0,1
154.0,0.0,1
47.7,0.0,1
43.5,0.0,1
110.1,0.0,1
142.36,0.0,1
129.3,0.0,1
4530.01,1.0,8
27.07,0.0,1
15.0,0.0,1
68.0,0.0,1
131.0,1.0,1
51.99,0.0,1
68.45,0.0,1
79.76,0.0,1
42.32,0.0,1
260.43,0.0,2
108.0,0.0,1
78.66,0.0,1
30.31,0.0,1
126.0,0.0,1
55.78,0.0,2
1495.9199999999998,0.0,7
26.5,0.0,1
111.78,1.0,1
479.54,0.0,3
160.0,0.0,1
569.2,0.0,2
123.05,0.0,1
371.0,0.0,1
237.27,0.0,1
239.8,0.0,1
110.0,0.0,1
72.76,0.0,1
212.0,0.0,1
98.32,1.0,1
71.18,0.0,1
142.16,0.0,1
212.5,0.0,1
217.62,0.0,1
48.15,0.0,1
323.25,0.0,1
197.55,0.0,1
108.12,0.0,1
1404.57,0.0,3
16.0,0.0,1
302.1,0.0,1
89.82,1.0,1
507.61,0.0,2
49.94,0.0,1
235.4,0.0,1
272.19,0.0,1
646.8,0.0,2
70.0,0.0,1
14.8,0.0,1
232.65,0.0,1
160.41,0.0,1
1498.42,0.0,9
65.12,0.0,1
19.86,0.0,1
152.95,1.0,1
307.45,0.0,2
241.71,0.0,1
133.56,0.0,1
1436.6799999999998,0.0,4
49.0,0.0,1
233.2,0.0,1
178.81,1.0,2
218.0,0.0,1
179.2,0.0,1
341.61,0.0,3
83.7,0.0,1
240.9,0.0,1
52.78,0.0,1
40.95,0.0,1
142.86,1.0,1
380.41999999999996,0.0,3
270.0,0.0,1
216.5,0.0,1
180.0,0.0,1
192.6,0.0,1
98.14,1.0,2
200.0,0.0,1
237.6,0.0,1
64.27,0.0,1
107.96,0.0,1
167.01,0.0,2
70.4,0.0,1
243.8,0.0,1
403.08000000000004,0.0,2
161.4,0.0,2
500.0,0.0,2
129.13,0.0,1
159.26,0.0,2
222.81,0.0,1
328.5,0.0,1
109.94,0.0,1
214.0,0.0,1
45.24,0.0,1
68.23,0.0,1
61.0,0.0,1
26.55,0.0,1
223.4,0.0,2
81.0,0.0,1
240.35,0.0,1
229.5,0.0,1
217.75,0.0,1
23.22,0.0,1
196.1,0.0,1
110.0,0.0,1
107.0,0.0,1
84.0,0.0,1
220.0,0.0,1
262.0,0.0,2
300.0,0.0,1
535.0,0.0,2
240.9,0.0,1
121.1,0.0,1
96.0,0.0,1
324.75,0.0,1
192.6,0.0,1
265.0,0.0,1
551.2,0.0,2
64.41,0.0,1
98.74,0.0,1
300.0,0.0,1
326.63,0.0,1
19.17,0.0,1
484.0,0.0,2
143.34,0.0,1
269.94,0.0,1
71.9,0.0,1
148.16,0.0,3
122.0,1.0,1
60.23,0.0,1
167.57,0.0,4
29.84,0.0,1
99.53,1.0,1
217.0,0.0,1
143.15,0.0,2
194.78,1.0,2
64.95,0.0,1
130.0,0.0,1
266.25,0.0,1
261.71000000000004,0.0,2
117.52,0.0,1
131.34,0.0,3
119.08,0.0,1
129.98,0.0,1
104.86,0.0,1
127.1,0.0,3
738.1,0.0,21
400.54,0.0,4
1014.69,0.0,5
233.2,0.0,1
220.0,0.0,1
75.08,0.0,1
217.75,0.0,1
86.14,0.0,2
387.78999999999996,0.0,4
48.03,0.0,1
136.48,0.0,1
195.27,0.0,1
31.68,0.0,1
126.26,1.0,1
280.0,0.0,1
237.05,0.0,1
250.11,0.0,1
41.85,0.0,1
941.78,0.0,4
45.89,0.0,1
23.1,0.0,1
91.16,0.0,1
77.0,0.0,1
163.31,0.0,1
62.18,0.0,1
17.32,0.0,1
192.92,0.0,1
23.0,0.0,1
233.2,0.0,1
660.0,0.0,3
265.3,0.0,5
466.4,0.0,2
32.09,0.0,1
17.32,0.0,1
148.47,0.0,2
243.8,0.0,1
68.99,0.0,1
32.53,1.0,1
71.13,0.0,1
118.53,0.0,1
930.0,0.0,5
69.99,0.0,1
284.81,1.0,1
114.6,0.0,1
35.23,0.0,1
77.59,0.0,1
233.2,0.0,1
232.1,0.0,1
53.0,0.0,1
90.1,0.0,1
295.26,0.0,1
520.0,0.0,2
81.9,0.0,1
116.6,0.0,1
237.05,0.0,1
60.99,0.0,1
65.0,0.0,1
100.0,0.0,1
60.739999999999995,1.0,2
146.3,0.0,1
-90.0,1.0,1
239.53,0.0,1
63.6,0.0,1
54.38,0.0,1
222.81,0.0,1
52.11,0.0,1
68.28,0.0,1
239.53,0.0,1
83.9,0.0,1
15.94,0.0,1
79.13,0.0,1
58.85,0.0,1
27.06,0.0,1
207.81,0.0,2
292.55,1.0,1
238.15,0.0,1
265.97,0.0,4
25.65,0.0,1
193.95,0.0,1
331.5,0.0,1
130.47,1.0,1
54.95,1.0,1
60.23,0.0,1
362.88,0.0,1
233.2,0.0,1
4.280000000000001,0.0,3
780.25,0.0,5
239.53,0.0,1
77.0,0.0,1
102.09,0.0,3
94.6,0.0,2
17.04,0.0,1
97.75,1.0,1
321.0,0.0,2
124.5,0.0,1
121.2,0.0,1
484.0,0.0,2
151.05,0.0,3
222.81,0.0,1
326.63,0.0,1
214.0,0.0,1
185.73,0.0,1
98.55,0.0,1
74.9,0.0,1
235.88,0.0,1
102.71,1.0,1
52.68,0.0,1
238.15,0.0,1
103.14,1.0,1
23.94,0.0,1
239.53,0.0,1
109.58,1.0,2
83.88,1.0,1
29.2,1.0,1
212.0,0.0,1
35.38,0.0,1
151.26,0.0,1
143.0,0.0,1
155.16,0.0,1
220.39,0.0,2
210.33,0.0,1
313.93,0.0,2
85.0,0.0,1
102.25,0.0,1
160.07,1.0,1
867.9,0.0,3
-270.6,1.0,1
327.75,0.0,1
16.51,1.0,1
13.64,1.0,1
140.0,0.0,1
113.9,1.0,1
96.95,1.0,1
62.76,1.0,1
54.02,0.0,1
233.97,0.0,1
96.34,0.0,1
194.85,0.0,1
107.52,0.0,1
282.62,0.0,1
223.27,0.0,3
57.43,0.0,1
401.75,0.0,3
294.25,0.0,1
21.37,0.0,1
74.2,0.0,1
314.58,0.0,2
125.35,0.0,2
142.68,0.0,1
43.94,0.0,1
132.68,0.0,4
61.83,0.0,1
242.85,0.0,5
689.6,0.0,3
220.0,0.0,1
236.06,0.0,1
0.0,1.0,2
246.97,0.0,1
219.0,0.0,1
560.3,0.0,2
52.67,0.0,1
196.65,0.0,1
65.16,0.0,1
237.05,0.0,1
238.7,0.0,1
229.5,0.0,3
67.6,0.0,1
238.15,0.0,1
215.5,0.0,1
71.08,1.0,1
31.49,0.0,1
69.23,0.0,1
321.0,0.0,2
200.0,0.0,1
60.64,0.0,2
219.5,0.0,1
17.32,0.0,1
84.21,0.0,2
1407.9,1.0,13
155.7,0.0,1
215.5,0.0,1
292.94,0.0,3
59.7,0.0,1
42.8,0.0,1
239.53,0.0,1
85.6,1.0,1
198.0,0.0,1
90.0,0.0,1
317.48,0.0,4
44.1,1.0,1
65.7,0.0,1
168.0,0.0,1
48.0,0.0,1
238.15,0.0,1
263.36,0.0,2
106.5,0.0,1
1867.75,1.0,4
476.3,0.0,2
65.77,0.0,1
81.94,0.0,1
123.25,0.0,1
233.2,0.0,1
19.16,0.0,1
422.4,0.0,3
319.05,0.0,1
67.79,1.0,1
32.48,1.0,1
119.0,0.0,1
133.45,0.0,1
239.53,0.0,1
72.0,0.0,1
235.95,0.0,1
200.0,0.0,1
73.45,1.0,1
58.16,1.0,1
239.53,0.0,1
103.55,0.0,2
55.25,0.0,1
87.0,0.0,1
235.4,0.0,1
191.63,0.0,1
162.0,0.0,1
24.79,0.0,1
106.54,1.0,3
137.45,0.0,1
160.89,0.0,1
71.18,0.0,1
708.34,0.0,1
340.98,1.0,2
237.33,0.0,1
42.22,1.0,1
133.38,0.0,3
239.25,0.0,1
90.1,0.0,1
217.75,0.0,1
38.16,0.0,1
238.98,0.0,1
190.09,0.0,2
11.91,0.0,1
123.6,0.0,2
31.8,0.0,1
783.75,0.0,4
237.05,0.0,1
774.56,0.0,3
600.0,0.0,2
194.4,0.0,1
194.86,0.0,1
189.0,0.0,2
129.57,0.0,1
240.43,0.0,1
146.14,0.0,1
175.8,0.0,2
488.09000000000003,0.0,2
815.49,0.0,5
36.34,1.0,1
220.0,0.0,1
137.62,0.0,3
468.6,0.0,2
182.2,0.0,2
328.62000000000006,0.0,7
239.53,0.0,1
25.93,1.0,1
258.1,0.0,1
165.01,0.0,1
204.0,0.0,2
238.15,0.0,1
64.24,0.0,1
79.54,0.0,1
42.88,0.0,1
148.92,0.0,1
65.0,0.0,1
70.0,0.0,1
150.72,1.0,1
249.78,0.0,1
63.0,0.0,2
141.16,1.0,1
75.98,0.0,1
469.87,0.0,4
239.53,0.0,1
56.53,1.0,1
76.5,0.0,1
267.51,0.0,1
19.49,0.0,1
117.72,0.0,1
90.0,0.0,1
99.53999999999999,0.0,3
238.98,0.0,1
5241.75,0.0,22
36.6,0.0,1
16.94,0.0,1
158.36,0.0,2
217.5,0.0,1
69.55,0.0,1
53.63,0.0,1
233.97,0.0,1
47.39,0.0,1
1092.6599999999999,0.0,8
116.91,0.0,1
63.0,0.0,1
98.46,0.0,1
30.71,0.0,1
346.71999999999997,0.0,2
107.25,0.0,1
20.19,0.0,1
53.04,0.0,1
79.19,0.0,1
119.56,1.0,1
150.53,1.0,1
265.0,0.0,1
24.38,0.0,1
347.88,0.0,5
319.5,0.0,1
153.32,0.0,1
78.2,1.0,2
276.04,0.0,2
333.15999999999997,0.0,2
49.16,0.0,1
20.85,0.0,1
98.51,0.0,1
54.76,0.0,1
359.52,0.0,2
240.24,0.0,1
54.04,0.0,1
40.0,1.0,1
146.4,0.0,1
344.15999999999997,0.0,2
262.8,0.0,1
70.66,0.0,1
266.95,0.0,1
69.37,0.0,1
25.2,0.0,1
610.59,0.0,3
565.1,0.0,5
85.65,1.0,1
86.4,0.0,1
34.61,1.0,1
119.9,0.0,1
358.46,0.0,2
137.03,0.0,1
74.0,0.0,1
164.26,0.0,1
1215.98,0.0,6
405.9,0.0,2
22.46,0.0,1
129.3,0.0,1
12.83,1.0,1
77.14,0.0,1
71.73,0.0,1
159.43,0.0,1
107.07,0.0,1
535.25,0.0,2
52.65,0.0,1
496.52,0.0,2
127.2,0.0,2
128.4,0.0,1
215.5,0.0,1
98.88,1.0,1
80.0,0.0,1
20.54,0.0,1
93.51,0.0,1
119.08,1.0,1
326.63,0.0,1
235.4,0.0,1
22.440000000000012,1.0,2
58.57,0.0,1
73.71,0.0,1
300.0,0.0,1
325.5,0.0,1
30.0,0.0,1
64.95,0.0,1
230.97,0.0,1
237.71,0.0,1
17.5,0.0,1
220.0,0.0,1
147.42,0.0,2
242.55,0.0,1
89.6,0.0,1
151.8,0.0,1
49.98,1.0,1
